timestamp,"amd_smi:::temp_current_sensor=1:device=0","amd_smi:::temp_current_sensor=2:device=0","amd_smi:::temp_current_sensor=7:device=0","amd_smi:::gfx_activity:device=0","amd_smi:::umc_activity:device=0","amd_smi:::power_average:device=0","amd_smi:::process_cu_occupancy_proc=0:device=0"
0.010096,42,47,46,38,0,84,0
0.116922,43,49,46,6,1,85,0
0.222968,43,49,46,6,1,87,0
0.329205,43,49,46,6,1,88,0
0.435675,43,48,46,6,1,89,0
0.541513,43,48,46,6,1,91,0
0.647191,43,48,46,8,1,92,0
0.752523,43,48,46,0,0,92,0
0.857768,43,48,46,0,0,91,0
0.963086,43,49,46,0,0,91,0
1.068325,43,49,46,0,0,91,0
1.173500,43,49,46,0,0,90,0
1.278598,43,49,46,0,0,90,0
1.383878,42,47,46,0,0,90,0
1.489137,43,48,46,0,0,89,0
1.594262,42,48,46,0,0,89,0
1.699578,43,49,46,0,0,89,0
1.804573,43,49,46,0,0,89,0
1.909787,43,48,46,0,0,89,0
2.014529,43,49,46,0,0,88,0
2.119452,43,48,46,0,0,88,0
2.224611,43,48,46,0,0,88,0
2.329758,42,48,46,0,0,88,0
2.434924,43,47,46,0,0,88,0
2.539869,43,47,46,0,0,88,0
2.644526,43,49,46,0,0,88,0
2.749431,43,49,46,0,0,87,0
2.854667,43,47,46,0,0,87,0
2.959809,43,48,46,0,0,87,0
3.064892,43,48,46,0,0,87,0
3.169740,42,47,46,0,0,87,0
3.274633,43,48,46,0,0,87,0
3.379747,43,49,46,0,0,87,0
3.484689,43,49,46,0,0,87,0
3.589574,43,48,46,0,0,87,0
3.694671,42,49,46,0,0,87,0
3.799826,43,48,46,0,0,87,0
3.904732,43,48,46,0,0,87,0
4.009351,43,49,46,0,0,87,0
4.114390,43,48,46,0,0,86,0
4.219396,43,49,46,0,0,86,0
4.324402,43,48,46,0,0,86,0
4.429823,43,48,46,0,0,86,0
4.534840,43,48,46,0,0,86,0
4.639987,42,49,46,0,0,86,0
4.744803,43,48,46,0,0,86,0
4.849680,42,47,46,0,0,86,0
4.954877,43,48,46,0,0,86,0
5.060148,47,51,46,100,50,92,0
5.165404,49,52,46,100,45,101,0
5.270615,50,53,46,100,37,111,0
5.375634,50,53,46,100,27,120,0
5.480725,50,53,46,100,25,127,0
5.585776,52,52,46,100,23,133,0
5.690637,52,53,46,100,19,139,0
5.795668,52,51,46,100,16,144,0
5.900903,52,51,46,100,15,149,0
6.005746,53,51,46,100,14,154,0
6.110739,53,51,46,100,17,158,0
6.215504,53,51,46,100,12,162,0
6.320667,53,51,46,100,13,165,0
6.425675,53,51,46,100,12,169,0
6.530671,53,51,46,100,13,172,0
6.635759,53,52,46,100,13,175,0
6.740556,54,51,46,100,13,177,0
6.845732,53,51,46,100,14,180,0
6.950714,54,52,46,100,13,182,0
7.055702,53,51,46,100,13,184,0
7.160595,54,52,46,100,19,187,0
7.265588,54,52,46,100,16,189,0
7.370693,54,52,46,100,15,191,0
7.475765,54,52,46,100,14,193,0
7.580789,54,52,46,100,12,194,0
7.685897,54,52,46,100,11,195,0
7.790853,54,52,46,100,9,197,0
7.895892,54,53,46,100,10,198,0
8.000867,54,52,46,100,9,199,0
8.105931,54,53,46,100,10,199,0
8.210885,54,52,46,100,16,200,0
8.315595,54,52,46,100,12,202,0
8.420868,54,52,46,100,11,202,0
8.525787,54,52,46,100,9,203,0
8.630908,55,52,46,100,9,204,0
8.735947,54,52,46,100,10,204,0
8.840672,54,52,46,100,9,205,0
8.945748,54,53,46,100,9,205,0
9.050740,54,52,46,100,9,206,0
9.155810,54,53,46,100,7,206,0
9.261102,55,52,46,100,19,207,0
9.366162,55,53,46,100,13,208,0
9.470945,55,52,46,100,10,208,0
9.575790,54,52,46,100,9,209,0
9.680851,54,52,46,100,8,209,0
9.785938,55,52,46,100,8,209,0
9.890633,55,52,46,100,9,209,0
9.995677,55,52,46,100,8,209,0
10.100823,54,52,46,100,8,209,0
10.205930,54,53,46,100,9,209,0
10.310956,55,54,46,100,14,210,0
10.415788,55,52,46,100,13,210,0
10.520829,55,52,46,100,11,211,0
10.625907,54,52,46,100,9,211,0
10.730923,54,52,46,100,8,211,0
10.836049,55,52,46,100,7,211,0
10.941105,55,52,46,100,8,211,0
11.045955,55,52,46,100,8,211,0
11.150842,55,52,46,100,8,211,0
11.255864,55,52,46,100,15,210,0
11.360730,55,53,46,100,15,211,0
11.465802,55,54,46,100,12,211,0
11.570843,55,52,46,100,10,212,0
11.675896,55,52,46,100,9,212,0
11.780975,55,52,46,100,9,212,0
11.886130,55,52,46,100,9,211,0
11.991194,54,52,46,100,8,211,0
12.096123,55,52,46,100,6,211,0
12.201015,55,52,46,100,7,211,0
12.306053,55,52,46,100,17,211,0
12.411071,55,53,46,100,13,212,0
12.515852,55,52,46,100,9,212,0
12.620959,54,52,46,100,9,212,0
12.725986,55,52,46,100,8,211,0
12.831006,55,52,46,100,8,211,0
12.935780,55,52,46,100,8,211,0
13.040359,54,52,46,100,8,211,0
13.145013,55,52,46,100,7,211,0
13.250035,55,52,46,100,8,211,0
13.355005,55,53,46,100,24,211,0
13.459809,55,53,46,100,18,212,0
13.564421,55,53,46,100,15,212,0
13.669086,55,53,46,100,15,213,0
13.774093,56,53,46,100,14,213,0
13.879142,55,53,46,100,12,214,0
13.984122,55,53,46,100,11,214,0
14.089018,55,54,46,100,9,214,0
14.194054,54,54,46,100,8,213,0
14.299025,55,53,46,100,6,213,0
14.404062,55,53,46,100,21,213,0
14.508939,55,53,46,100,20,214,0
14.613926,55,53,46,100,16,214,0
14.718919,55,53,46,100,11,214,0
14.823955,55,54,46,100,11,214,0
14.928768,56,54,46,100,11,214,0
15.033376,56,53,46,100,11,214,0
15.138347,55,53,46,100,10,214,0
15.243091,54,53,46,100,9,214,0
15.348117,54,52,46,100,8,214,0
15.453144,55,53,46,100,18,214,0
15.558281,56,53,46,100,21,215,0
15.663259,55,53,46,100,13,215,0
15.768114,56,53,46,100,12,215,0
15.873365,56,53,46,100,11,215,0
15.978177,56,53,46,100,11,215,0
16.083178,55,53,46,100,9,215,0
16.188055,56,53,46,100,10,215,0
16.293154,55,53,46,100,9,214,0
16.398220,55,54,46,100,8,214,0
16.503188,56,53,46,100,22,214,0
16.608300,56,54,46,100,23,215,0
16.713108,56,54,46,100,18,216,0
16.818159,55,54,46,100,14,216,0
16.923112,56,53,46,100,10,216,0
17.028165,56,53,46,100,9,216,0
17.133067,55,53,46,100,8,215,0
17.238141,55,53,46,100,8,215,0
17.343176,56,53,46,100,8,215,0
17.448260,56,52,46,100,8,214,0
17.553292,56,53,46,100,19,214,0
17.658393,56,55,46,100,17,215,0
17.763455,56,53,46,100,10,215,0
17.868333,56,53,46,100,10,215,0
17.973301,55,53,46,100,9,214,0
18.078309,56,54,46,100,9,214,0
18.183460,56,53,46,100,8,214,0
18.288519,56,53,46,100,8,214,0
18.393381,56,53,46,100,8,213,0
18.498336,55,52,46,100,8,213,0
18.603241,56,54,46,100,16,213,0
18.708345,54,55,46,100,11,214,0
18.813142,56,53,46,100,9,214,0
18.918192,56,53,46,100,11,214,0
19.023311,56,53,46,100,9,214,0
19.128262,55,53,46,100,9,213,0
19.233112,55,54,46,100,9,213,0
19.338184,55,53,46,100,6,213,0
19.443247,56,53,46,100,7,213,0
19.548296,56,54,46,100,6,212,0
19.653392,56,53,46,100,17,213,0
19.758427,55,53,46,100,11,213,0
19.863137,55,53,46,100,11,213,0
19.968267,55,53,46,100,9,213,0
20.073325,55,53,46,100,10,213,0
20.178388,56,53,46,100,9,213,0
20.283513,56,53,46,100,9,213,0
20.388244,56,53,46,100,9,213,0
20.493390,55,53,46,100,8,213,0
20.598424,55,53,46,100,8,212,0
20.703429,56,53,46,100,14,213,0
20.808512,56,53,46,100,10,213,0
20.913298,56,53,46,100,10,213,0
21.018414,55,53,46,100,9,213,0
21.123385,56,53,46,100,10,213,0
21.228421,56,53,46,100,9,213,0
21.333544,56,53,46,100,10,213,0
21.438593,56,53,46,100,10,213,0
21.543417,56,53,46,100,9,213,0
21.648461,55,53,46,100,15,213,0
21.753534,56,53,46,100,14,213,0
21.858517,56,53,46,100,10,213,0
21.963288,56,53,46,100,9,213,0
22.068450,55,53,46,100,8,213,0
22.173492,55,53,46,100,7,213,0
22.278591,55,53,46,100,7,213,0
22.383581,56,53,46,100,7,213,0
22.488706,56,53,46,100,8,213,0
22.593464,55,53,46,100,8,212,0
22.698472,55,53,46,100,20,212,0
22.803448,56,53,46,100,13,213,0
22.908540,55,53,46,100,8,213,0
23.013308,56,53,46,100,7,213,0
23.118345,56,53,46,100,8,212,0
23.223462,56,53,46,100,8,212,0
23.328528,55,53,46,100,7,212,0
23.433628,56,53,46,100,6,212,0
23.538375,56,53,46,100,7,212,0
23.643323,56,53,46,100,7,211,0
23.748369,54,53,46,100,16,211,0
23.852893,56,54,46,100,13,212,0
23.957731,56,53,46,100,13,212,0
24.062702,56,53,46,100,11,212,0
24.167581,56,53,46,100,10,212,0
24.272508,56,53,46,100,8,212,0
24.377499,55,53,46,100,8,212,0
24.482263,55,53,46,100,8,212,0
24.586870,55,53,46,100,7,212,0
24.691394,56,53,46,100,7,212,0
24.796375,56,55,46,100,19,212,0
24.900753,56,54,46,100,17,213,0
25.005670,56,54,46,100,13,213,0
25.110440,56,53,46,100,9,213,0
25.215430,56,53,46,100,9,213,0
25.320428,56,53,46,100,9,213,0
25.425493,56,53,46,100,8,213,0
25.530662,56,53,46,100,9,213,0
25.635456,56,53,46,100,7,213,0
25.740610,56,53,46,100,8,213,0
25.845869,56,55,46,100,18,213,0
25.950649,56,54,46,100,15,213,0
26.055632,56,54,46,100,12,213,0
26.160488,56,53,46,100,11,213,0
26.265531,56,53,46,100,10,213,0
26.370577,56,53,46,100,9,213,0
26.475530,56,53,46,100,8,213,0
26.580362,55,53,46,100,8,213,0
26.685029,55,53,46,100,7,213,0
26.789703,55,53,46,100,7,213,0
26.894692,56,54,46,100,19,213,0
26.999707,56,54,46,100,18,213,0
27.104599,56,54,46,100,13,214,0
27.209550,56,54,46,100,13,214,0
27.314557,56,54,46,100,12,214,0
27.419609,57,53,46,100,11,214,0
27.524621,56,53,47,100,9,214,0
27.629396,56,53,46,100,8,214,0
27.734049,56,53,46,100,9,214,0
27.838758,56,53,46,100,6,214,0
27.943684,56,54,46,100,21,214,0
28.048728,56,54,46,100,19,215,0
28.153646,56,54,46,100,13,215,0
28.258591,57,55,46,100,10,215,0
28.363586,56,53,46,100,10,215,0
28.468884,56,53,46,100,11,215,0
28.573752,57,53,46,100,10,215,0
28.678788,56,53,46,100,9,215,0
28.783589,56,53,46,100,8,214,0
28.888610,55,53,46,100,6,214,0
28.993763,56,54,47,100,19,214,0
29.098831,55,54,46,100,15,215,0
29.203906,56,54,46,100,13,215,0
29.308965,56,54,46,100,11,215,0
29.413709,56,54,46,100,10,215,0
29.518830,56,54,46,100,11,215,0
29.623875,56,54,46,100,10,215,0
29.728939,56,54,46,100,11,215,0
29.834122,56,53,46,100,11,215,0
29.939067,56,53,46,100,9,215,0
30.043784,56,54,46,100,21,215,0
30.148867,57,54,47,100,18,216,0
30.253917,56,54,46,100,14,216,0
30.358944,56,54,47,100,12,216,0
30.463721,56,54,46,100,11,216,0
30.568763,56,54,47,100,12,216,0
30.673897,56,54,47,100,10,216,0
30.778925,56,53,47,100,10,216,0
30.883757,56,53,46,100,11,216,0
30.988815,56,53,47,100,14,215,0
31.093910,56,55,46,100,23,216,0
31.198886,56,55,46,100,20,217,0
31.303956,56,55,47,100,19,217,0
31.409055,56,54,47,100,15,218,0
31.513761,57,54,46,100,13,218,0
31.618867,57,54,46,100,11,217,0
31.723918,56,55,47,100,11,217,0
31.829193,56,54,47,100,10,217,0
31.934112,55,54,47,100,11,217,0
32.038925,56,53,46,100,16,217,0
32.143937,56,54,47,100,19,217,0
32.248948,57,54,47,100,12,217,0
32.354037,56,54,47,100,12,217,0
32.459084,56,54,47,100,11,217,0
32.563945,56,54,47,100,9,217,0
32.668788,56,53,46,100,9,217,0
32.773949,57,53,47,100,9,216,0
32.879020,57,53,47,100,8,216,0
32.984115,57,53,47,100,8,216,0
33.088826,56,53,46,100,18,215,0
33.194016,56,54,47,100,20,216,0
33.298990,56,54,47,100,13,216,0
33.404024,56,54,47,100,10,216,0
33.508879,57,54,47,100,9,216,0
33.613877,56,53,47,100,8,216,0
33.719011,56,53,47,100,8,216,0
33.824011,56,53,47,100,8,215,0
33.929082,56,53,47,100,8,215,0
34.033942,56,53,47,100,9,215,0
34.138858,56,54,46,100,21,215,0
34.244211,56,54,47,100,18,215,0
34.349050,56,54,47,100,14,216,0
34.454073,56,54,47,100,14,216,0
34.559257,55,54,47,100,11,216,0
34.664099,57,54,47,100,9,216,0
34.769085,56,53,46,100,8,216,0
34.874073,56,53,47,100,7,216,0
34.979140,56,53,47,100,8,215,0
35.084176,56,53,47,100,9,215,0
35.188997,56,54,46,100,18,215,0
35.294088,56,54,47,100,18,215,0
35.399117,57,54,47,100,12,216,0
35.504163,57,54,47,100,11,216,0
35.609031,56,55,47,100,9,216,0
35.713982,56,55,47,100,9,215,0
35.818962,56,54,47,100,10,215,0
35.924094,56,55,47,100,10,215,0
36.029194,57,54,47,100,11,215,0
36.134247,56,55,47,100,10,215,0
36.238979,56,54,47,100,21,215,0
36.344424,56,55,47,100,18,216,0
36.449268,57,54,47,100,14,217,0
36.554212,57,54,47,100,12,217,0
36.659085,56,54,47,100,10,217,0
36.763990,56,54,47,100,10,217,0
36.869034,56,54,47,100,10,216,0
36.974061,56,54,47,100,10,216,0
37.078820,56,54,47,100,10,216,0
37.183615,56,54,47,100,9,216,0
37.288486,56,54,47,100,22,216,0
37.393204,56,54,47,100,14,217,0
37.498128,57,54,47,100,14,217,0
37.603252,56,54,47,100,12,217,0
37.708046,56,54,47,100,11,217,0
37.812919,56,54,47,100,11,217,0
37.917899,57,54,47,100,10,217,0
38.022586,56,54,47,100,8,216,0
38.127268,56,54,47,100,9,216,0
38.232084,56,54,47,100,8,216,0
38.337265,56,54,47,100,22,216,0
38.442283,56,55,47,100,19,217,0
38.547187,56,54,47,100,14,217,0
38.652251,56,54,47,100,10,217,0
38.757235,56,54,47,100,10,217,0
38.862136,56,55,47,100,10,217,0
38.967280,56,54,47,100,9,216,0
39.072278,56,55,47,100,10,216,0
39.177312,56,54,47,100,9,216,0
39.282112,55,53,47,100,6,216,0
39.387129,56,54,47,100,21,216,0
39.492312,56,54,47,100,15,216,0
39.597475,57,54,47,100,11,217,0
39.702368,57,54,47,100,11,216,0
39.807102,57,54,47,100,11,216,0
39.911994,56,54,47,100,11,216,0
40.017160,57,54,47,100,10,216,0
40.122154,56,54,47,100,10,216,0
40.226672,56,54,47,100,10,216,0
40.331517,56,55,47,100,10,215,0
40.436353,57,56,47,100,21,216,0
40.541454,57,55,47,100,20,217,0
40.646393,56,54,47,100,13,217,0
40.751405,57,54,47,100,11,217,0
40.856209,57,54,47,100,10,217,0
40.961229,56,54,47,100,9,216,0
41.066241,56,53,47,100,8,216,0
41.171302,56,53,47,100,8,216,0
41.276389,56,53,47,100,8,215,0
41.381196,56,53,47,100,13,215,0
41.486249,57,54,47,100,17,215,0
41.591335,57,56,47,100,16,216,0
41.696420,56,54,47,100,11,216,0
41.801519,56,54,47,100,11,216,0
41.906224,56,54,47,100,10,216,0
42.011245,56,55,47,100,9,216,0
42.116452,56,54,47,100,10,216,0
42.221638,57,54,47,100,10,215,0
42.326527,56,54,47,100,9,215,0
42.431580,56,54,47,100,20,215,0
42.536340,56,54,47,100,16,216,0
42.641508,56,54,47,100,11,216,0
42.746485,56,55,47,100,9,216,0
42.851502,56,54,47,100,8,216,0
42.956603,57,54,47,100,9,215,0
43.061454,57,55,47,100,9,215,0
43.166508,56,54,47,100,9,215,0
43.271645,56,54,47,100,9,215,0
43.376602,56,53,47,100,9,215,0
43.481659,56,54,47,100,19,214,0
43.586388,56,54,47,100,11,215,0
43.691564,56,54,47,100,11,215,0
43.796563,56,54,47,100,10,215,0
43.901583,56,55,47,100,9,215,0
44.006586,56,55,47,100,8,215,0
44.111351,56,54,47,100,8,214,0
44.216486,57,53,47,100,8,214,0
44.321546,57,53,47,100,8,214,0
44.426506,56,53,47,100,9,214,0
44.531302,56,54,47,100,19,214,0
44.636363,57,54,47,100,14,214,0
44.741459,56,54,47,100,11,215,0
44.846606,56,54,47,100,10,215,0
44.951595,56,55,47,100,10,215,0
45.056728,56,54,47,100,9,215,0
45.161537,56,54,47,100,8,215,0
45.266568,57,54,47,100,7,215,0
45.371639,56,55,47,100,8,214,0
45.476635,57,55,47,100,8,214,0
45.581766,56,54,47,100,18,214,0
45.686498,56,55,47,100,17,215,0
45.791632,57,54,47,100,14,216,0
45.896614,57,54,47,100,11,216,0
46.001629,57,54,47,100,11,216,0
46.106715,56,54,47,100,11,216,0
46.211500,56,54,47,100,10,216,0
46.316653,56,54,47,100,10,216,0
46.421727,57,54,47,100,10,216,0
46.526798,56,54,47,100,8,216,0
46.631846,56,54,47,100,15,216,0
46.736917,56,54,47,100,13,216,0
46.841770,56,54,47,100,10,216,0
46.946829,56,54,47,100,9,216,0
47.051758,56,54,47,100,8,215,0
47.156777,56,55,47,100,8,215,0
47.261570,56,53,47,100,8,215,0
47.366701,56,53,47,100,8,215,0
47.471770,56,53,47,100,8,214,0
47.576795,55,53,47,100,6,214,0
47.681860,57,54,47,100,24,215,0
47.786923,57,55,47,100,19,215,0
47.891775,56,54,47,100,13,216,0
47.996795,57,54,47,100,11,216,0
48.102035,56,54,47,100,9,216,0
48.206834,57,55,47,100,9,215,0
48.311636,57,54,47,100,9,215,0
48.416618,56,54,47,100,8,215,0
48.521786,56,55,47,100,7,215,0
48.626723,56,53,47,100,8,214,0
48.731875,57,54,47,100,17,215,0
48.836715,56,54,47,100,11,215,0
48.941845,56,54,47,100,9,215,0
49.046787,57,55,47,100,9,215,0
49.151798,57,55,47,100,9,215,0
49.256914,57,53,47,100,9,214,0
49.361657,56,53,47,100,8,214,0
49.466756,56,54,47,100,8,214,0
49.571870,57,55,47,100,8,214,0
49.676987,56,53,47,100,18,213,0
49.781976,56,55,47,100,19,214,0
49.886669,57,54,47,100,14,215,0
49.991701,57,54,47,100,10,215,0
50.096760,56,54,47,100,10,215,0
50.201517,56,54,47,100,9,215,0
50.306137,56,55,47,100,8,214,0
50.410684,56,54,47,100,8,214,0
50.515662,56,55,47,100,9,214,0
50.620538,56,54,47,100,8,214,0
50.725018,56,54,47,100,21,214,0
50.829988,56,55,47,100,16,214,0
50.934690,57,55,47,100,13,215,0
51.039624,57,54,47,100,9,215,0
51.144575,56,55,47,100,9,215,0
51.249096,56,54,47,100,9,214,0
51.354040,56,54,47,100,8,214,0
51.458780,56,53,47,100,8,214,0
51.563970,56,53,47,100,8,213,0
51.668925,56,53,47,100,8,213,0
51.773983,56,55,47,100,17,213,0
51.879020,56,54,47,100,12,213,0
51.983812,56,54,47,100,11,214,0
52.088856,57,54,47,100,11,214,0
52.194016,56,54,47,100,9,214,0
52.298992,57,54,47,100,9,214,0
52.404045,57,55,47,100,9,214,0
52.508862,56,54,47,100,9,214,0
52.613862,56,55,47,100,8,214,0
52.718881,56,54,47,100,9,214,0
52.823833,57,54,47,100,15,214,0
52.928628,56,54,47,100,12,214,0
53.033387,56,54,47,100,10,214,0
53.138075,56,54,47,100,9,214,0
53.242987,56,55,47,100,8,214,0
53.348060,56,54,47,100,9,214,0
53.452684,57,54,47,100,10,214,0
53.557348,56,54,47,100,10,214,0
53.662066,56,54,47,100,10,214,0
53.767001,57,55,47,100,10,214,0
53.872114,56,54,47,100,20,214,0
53.977177,57,54,47,100,15,215,0
54.082262,56,54,47,100,13,215,0
54.187020,57,54,47,100,11,215,0
54.292092,57,54,47,100,10,215,0
54.397100,56,54,47,100,9,215,0
54.502204,56,54,47,100,8,215,0
54.607236,56,54,47,100,8,215,0
54.712122,57,54,48,100,9,215,0
54.817146,56,54,47,100,7,214,0
54.922218,57,54,47,100,21,215,0
55.027176,57,54,47,100,13,215,0
55.132325,56,54,47,100,9,215,0
55.237233,57,55,48,100,8,215,0
55.342193,56,54,48,100,8,215,0
55.447122,57,54,47,100,8,215,0
55.552453,56,53,47,100,7,214,0
55.657408,56,54,48,100,6,214,0
55.762499,56,54,48,100,7,214,0
55.867202,56,53,48,100,7,213,0
55.972097,56,54,47,100,11,214,0
56.077339,56,54,48,100,11,214,0
56.182350,57,55,47,100,10,214,0
56.287091,56,55,47,100,8,214,0
56.392167,57,54,47,100,7,213,0
56.497305,56,53,48,100,8,213,0
56.602252,56,53,47,100,7,213,0
56.707038,56,53,47,100,6,213,0
56.812054,57,53,48,100,7,212,0
56.917224,56,53,47,100,10,212,0
57.022318,57,54,48,100,16,213,0
57.127292,57,54,47,100,10,213,0
57.232320,57,55,47,100,9,213,0
57.337262,56,54,47,100,7,213,0
57.442262,56,53,48,100,8,212,0
57.547168,57,53,48,100,8,212,0
57.652287,57,54,48,100,10,212,0
57.757087,51,53,48,0,0,209,0
57.862230,49,52,48,0,0,201,0
57.967272,49,52,47,0,0,193,0
58.072431,48,52,48,0,0,187,0
58.177467,49,52,48,0,0,180,0
58.282579,48,51,48,0,0,174,0
58.388128,48,51,48,0,0,169,0
58.493285,48,51,48,0,0,163,0
58.598416,48,51,47,0,0,158,0
58.703470,47,51,47,0,0,154,0
58.808411,47,51,47,0,0,150,0
58.913123,47,51,47,0,0,145,0
59.018325,47,51,47,0,0,142,0
59.123441,47,51,47,0,0,138,0
59.228462,47,51,47,0,0,135,0
59.333703,47,52,47,0,0,132,0
59.438971,47,51,48,0,0,129,0
59.544451,46,51,48,0,0,126,0
59.649411,46,50,48,0,0,124,0
59.754541,47,50,48,0,0,121,0
