timestamp,"amd_smi:::temp_current_sensor=1:device=0","amd_smi:::temp_current_sensor=2:device=0","amd_smi:::temp_current_sensor=7:device=0","amd_smi:::gfx_activity:device=0","amd_smi:::umc_activity:device=0","amd_smi:::power_average:device=0","amd_smi:::process_cu_occupancy_proc=0:device=0"
59.859642,46,50,48,0,0,119,0
59.964978,46,50,48,0,0,117,0
60.070063,46,50,47,0,0,115,0
60.175324,46,50,47,0,0,113,0
60.280421,45,50,48,0,0,111,0
60.385221,46,50,48,0,0,110,0
60.490389,46,50,48,0,0,108,0
60.595391,46,50,48,0,0,107,0
60.700569,46,50,48,0,0,106,0
60.805672,46,50,48,0,0,104,0
60.910731,45,50,47,0,0,103,0
61.016104,45,50,47,0,0,102,0
61.121245,45,50,48,0,0,101,0
61.226695,45,50,47,0,0,100,0
61.331732,46,50,47,0,0,99,0
61.436863,45,50,47,0,0,98,0
61.542167,45,50,48,0,0,98,0
61.647258,45,50,48,0,0,97,0
61.752385,45,50,48,0,0,96,0
61.857662,45,50,47,0,0,96,0
61.962752,45,50,48,0,0,95,0
62.067439,45,51,48,0,0,94,0
62.172550,45,51,48,0,0,94,0
62.277536,45,51,48,0,0,93,0
62.382711,45,50,47,0,0,93,0
62.487768,45,51,48,0,0,93,0
62.592531,45,51,48,0,0,92,0
62.697743,45,50,47,0,0,92,0
62.802512,49,53,48,100,47,98,0
62.907155,51,54,48,100,45,108,0
63.011806,51,55,48,100,41,117,0
63.116337,52,55,48,100,29,125,0
63.221429,52,55,48,100,25,132,0
63.326645,53,54,48,100,23,139,0
63.431554,53,55,48,100,21,144,0
63.536654,53,53,48,100,17,149,0
63.641436,53,53,48,100,17,154,0
63.746514,54,53,48,100,17,158,0
63.851539,54,53,48,100,16,162,0
63.956769,54,53,48,100,14,166,0
64.061696,54,53,48,100,13,169,0
64.166438,54,53,48,100,13,173,0
64.271372,55,53,48,100,14,176,0
64.376195,55,53,48,100,15,179,0
64.480950,55,53,48,100,14,181,0
64.585702,55,53,48,100,15,184,0
64.691333,55,53,48,100,16,186,0
64.796259,55,53,48,100,14,188,0
64.900809,55,54,48,100,19,190,0
65.005691,56,54,48,100,15,192,0
65.110501,56,55,48,100,13,194,0
65.215438,55,53,48,100,13,196,0
65.320670,56,53,48,100,13,197,0
65.425626,56,53,48,100,13,198,0
65.530647,56,53,48,100,12,200,0
65.635428,56,53,48,100,12,201,0
65.740476,56,54,48,100,14,202,0
65.845692,55,53,48,100,12,203,0
65.950618,56,54,48,100,18,204,0
66.055790,56,54,48,100,16,205,0
66.160802,56,54,48,100,14,206,0
66.265664,56,54,48,100,11,207,0
66.370665,56,53,48,100,9,207,0
66.475640,56,53,48,100,8,208,0
66.580707,55,53,48,100,8,208,0
66.685695,56,53,48,100,9,208,0
66.790572,56,53,48,100,8,208,0
66.895685,56,53,48,100,6,208,0
67.000725,56,54,48,100,17,209,0
67.105752,56,54,48,100,12,209,0
67.210557,55,54,48,100,8,210,0
67.315570,55,53,48,100,7,210,0
67.420820,56,53,48,100,8,210,0
67.525790,56,53,48,100,8,210,0
67.630782,56,53,48,100,8,210,0
67.735884,56,53,48,100,8,210,0
67.840765,56,53,48,100,9,211,0
67.945800,55,53,48,100,6,210,0
68.050735,56,54,48,100,17,211,0
68.155802,56,54,48,100,13,211,0
68.260909,56,54,48,100,13,212,0
68.365656,55,55,48,100,11,212,0
68.470793,56,54,48,100,12,213,0
68.575806,56,54,48,100,10,213,0
68.680843,56,55,48,100,10,213,0
68.785923,57,55,48,100,11,213,0
68.890664,56,55,48,100,12,213,0
68.995835,56,53,48,100,12,213,0
69.100931,56,54,48,100,21,214,0
69.205821,56,54,48,100,15,215,0
69.310925,57,54,48,100,11,215,0
69.415685,56,54,48,100,9,215,0
69.520830,55,55,48,100,8,215,0
69.625837,55,53,48,100,8,215,0
69.730834,56,53,48,100,8,214,0
69.835939,56,53,48,100,10,214,0
69.940714,56,53,48,100,9,214,0
70.045739,56,53,48,100,14,214,0
70.150818,56,54,48,100,17,215,0
70.255899,56,54,48,100,15,215,0
70.361060,56,54,48,100,10,215,0
70.465840,56,55,48,100,8,215,0
70.570924,56,53,48,100,9,215,0
70.675899,56,53,48,100,8,215,0
70.780972,56,53,48,100,7,214,0
70.886029,56,53,48,100,6,214,0
70.990775,56,53,48,100,8,214,0
71.095833,56,53,48,100,16,213,0
71.200944,56,54,48,100,19,214,0
71.306007,56,54,48,100,17,215,0
71.410781,56,54,48,100,15,215,0
71.515858,56,54,48,100,13,216,0
71.620979,56,54,48,100,11,216,0
71.725903,56,54,48,100,9,216,0
71.830953,56,54,48,100,9,216,0
71.936077,56,54,48,100,10,216,0
72.040798,56,55,48,100,9,216,0
72.145795,56,54,48,100,21,215,0
72.250930,56,54,48,100,16,216,0
72.355978,56,54,48,100,13,216,0
72.460922,56,54,48,100,11,216,0
72.565831,56,54,48,100,11,216,0
72.670930,56,54,48,100,11,216,0
72.775966,56,54,48,100,10,216,0
72.881034,56,54,48,100,9,216,0
72.986128,56,54,48,100,9,216,0
73.090860,56,54,48,100,7,216,0
73.195896,56,54,48,100,23,216,0
73.301029,56,55,48,100,19,216,0
73.406060,56,54,48,100,14,216,0
73.511261,56,54,48,100,10,217,0
73.616365,56,54,48,100,9,216,0
73.721179,56,54,48,100,9,216,0
73.826056,56,55,48,100,8,216,0
73.931124,56,53,48,100,8,215,0
74.035877,56,55,48,100,8,215,0
74.140873,56,54,48,100,8,215,0
74.245939,56,54,48,100,20,215,0
74.354022,57,54,48,100,19,216,0
74.458610,57,54,48,100,12,216,0
74.563298,56,54,48,100,10,216,0
74.667886,56,55,48,100,8,215,0
74.773064,56,55,48,100,9,215,0
74.878079,56,54,48,100,7,215,0
74.983055,55,53,48,100,8,214,0
75.088230,56,54,48,100,7,214,0
75.193014,56,53,48,100,7,214,0
75.298074,56,54,48,100,20,214,0
75.403198,57,54,48,100,15,215,0
75.508148,56,54,48,100,12,215,0
75.613128,57,54,48,100,11,215,0
75.718002,57,54,48,100,10,215,0
75.822929,56,54,48,100,11,215,0
75.927949,56,54,48,100,10,215,0
76.032811,56,54,48,100,8,215,0
76.137434,56,55,48,100,9,214,0
76.242347,56,54,48,100,8,214,0
76.347147,57,54,48,100,12,214,0
76.452149,56,54,48,100,7,215,0
76.557258,57,54,48,100,7,215,0
76.662267,56,54,48,100,8,214,0
76.767053,57,54,48,100,8,214,0
76.872162,57,54,48,100,8,214,0
76.977262,56,55,48,100,8,214,0
77.082263,56,54,48,100,8,214,0
77.187329,56,53,48,100,8,214,0
77.292086,56,53,48,100,7,213,0
77.397228,56,54,48,100,16,214,0
77.502205,57,54,48,100,11,214,0
77.607275,56,54,48,100,9,214,0
77.712339,56,54,48,100,7,214,0
77.817162,56,55,48,100,7,214,0
77.922266,57,54,48,100,8,214,0
78.027266,57,55,48,100,8,214,0
78.132289,56,53,48,100,8,213,0
78.237433,56,53,48,100,8,213,0
78.342516,56,53,48,100,7,213,0
78.447296,56,54,48,100,11,213,0
78.552284,56,54,48,100,11,213,0
78.657319,56,54,48,100,10,214,0
78.762431,56,54,48,100,9,214,0
78.867506,56,54,48,100,8,214,0
78.972433,56,55,48,100,8,214,0
79.077359,57,55,48,100,9,214,0
79.182317,57,54,48,100,9,213,0
79.287399,57,54,48,100,8,213,0
79.392144,56,54,48,100,15,213,0
79.497332,57,54,48,100,20,214,0
79.602347,57,54,48,100,14,214,0
79.707401,56,54,48,100,9,214,0
79.812442,56,54,48,100,8,214,0
79.917263,56,55,48,100,8,214,0
80.022371,56,55,48,100,7,214,0
80.127311,57,54,48,100,8,214,0
80.232438,56,54,48,100,8,214,0
80.337489,56,54,48,100,8,214,0
80.442262,57,54,48,100,19,213,0
80.547334,56,54,48,100,11,214,0
80.652405,56,54,48,100,9,214,0
80.757408,56,54,48,100,8,214,0
80.862514,56,55,48,100,9,214,0
80.967582,56,54,48,100,9,213,0
81.072381,56,54,48,100,8,213,0
81.177462,57,54,48,100,7,213,0
81.282499,56,55,48,100,8,213,0
81.387516,56,54,48,100,8,213,0
81.492287,56,54,48,100,22,213,0
81.597412,57,55,48,100,16,214,0
81.702494,57,54,48,100,14,215,0
81.807460,56,54,48,100,11,215,0
81.912747,57,54,48,100,11,215,0
82.017641,56,54,48,100,10,215,0
82.122421,56,54,48,100,9,215,0
82.227396,56,54,48,100,10,215,0
82.332467,57,54,48,100,9,215,0
82.437562,57,54,48,100,9,215,0
82.542323,57,54,48,100,19,215,0
82.647342,56,56,48,100,19,215,0
82.752526,57,55,48,100,16,216,0
82.857511,57,54,48,100,9,216,0
82.962562,56,54,48,100,10,216,0
83.067271,57,54,48,100,10,216,0
83.172275,57,54,48,100,10,215,0
83.277497,56,54,48,100,9,215,0
83.382484,56,54,48,100,8,215,0
83.487264,56,54,48,100,8,215,0
83.592269,57,55,48,100,21,215,0
83.697397,57,55,48,100,18,216,0
83.802566,56,54,48,100,13,216,0
83.907535,56,54,48,100,10,216,0
84.012617,57,54,48,100,9,216,0
84.117410,56,54,48,100,8,215,0
84.222501,56,54,48,100,8,215,0
84.327570,57,55,48,100,8,215,0
84.432583,56,53,48,100,7,215,0
84.537697,56,55,48,100,7,214,0
84.642393,57,54,48,100,17,215,0
84.747290,57,54,48,100,15,215,0
84.852214,57,54,48,100,11,215,0
84.956762,57,54,48,100,10,215,0
85.061668,56,54,48,100,9,215,0
85.166467,57,54,48,100,9,215,0
85.271443,56,55,48,100,9,214,0
85.376463,56,54,48,100,9,214,0
85.481670,56,55,48,100,8,214,0
85.586663,56,54,48,100,6,214,0
85.691452,56,55,48,100,19,214,0
85.796622,56,55,48,100,20,215,0
85.901639,57,56,48,100,14,216,0
86.006573,57,54,48,100,12,216,0
86.111685,57,54,48,100,10,216,0
86.216568,57,54,48,100,10,216,0
86.321509,57,54,48,100,9,215,0
86.426530,56,54,48,100,9,215,0
86.530965,56,54,48,100,9,215,0
86.635874,56,54,48,100,6,215,0
86.740566,57,55,48,100,19,215,0
86.845525,57,55,48,100,19,216,0
86.950668,56,55,48,100,20,216,0
87.055664,57,56,48,100,14,217,0
87.160765,57,54,48,100,10,217,0
87.265557,57,54,48,100,9,216,0
87.370562,57,54,48,100,8,216,0
87.475466,57,54,48,100,8,216,0
87.579989,57,54,48,100,8,215,0
87.684780,56,54,48,100,8,215,0
87.789699,57,55,48,100,19,216,0
87.894736,56,55,48,100,12,216,0
87.999715,56,54,48,100,9,216,0
88.104734,57,54,48,100,9,216,0
88.209894,57,54,48,100,9,216,0
88.314897,57,54,48,100,9,215,0
88.419642,57,54,48,100,8,215,0
88.524752,56,54,48,100,8,215,0
88.629774,56,55,48,100,8,214,0
88.734829,57,54,48,100,10,214,0
88.839627,56,54,48,100,12,215,0
88.944644,56,54,48,100,8,215,0
89.049809,57,54,48,100,8,215,0
89.154765,57,54,48,100,8,215,0
89.259893,57,54,48,100,7,214,0
89.364993,56,55,48,100,8,214,0
89.469802,57,54,48,100,8,214,0
89.574779,57,55,48,100,9,214,0
89.679785,57,55,48,100,8,214,0
89.784926,56,54,48,100,21,214,0
89.890070,57,54,48,100,14,214,0
89.994823,56,54,48,100,11,214,0
90.099829,56,54,48,100,9,214,0
90.204828,57,54,48,100,8,215,0
90.309886,57,54,48,100,9,215,0
90.414677,57,54,48,100,9,215,0
90.519759,56,54,48,100,10,215,0
90.624918,57,54,48,100,9,214,0
90.729913,57,55,48,100,9,214,0
90.834933,56,54,48,100,19,214,0
90.939998,57,55,48,100,17,215,0
91.044748,57,55,48,100,12,215,0
91.149901,57,54,48,100,12,215,0
91.254834,57,54,48,100,11,216,0
91.359896,57,54,48,100,10,216,0
91.464778,57,54,48,100,9,216,0
91.569769,57,54,48,100,11,216,0
91.674842,57,54,48,100,11,216,0
91.779885,56,54,48,100,11,216,0
91.884682,56,54,48,100,18,216,0
91.989659,57,55,48,100,20,216,0
92.094793,57,55,48,100,13,217,0
92.199945,57,54,48,100,11,217,0
92.304990,56,54,48,100,10,217,0
92.410086,56,54,48,100,9,217,0
92.515092,56,54,48,100,8,217,0
92.620115,56,54,48,100,9,216,0
92.725022,56,54,48,100,8,216,0
92.830017,57,54,48,100,9,216,0
92.935073,57,55,48,100,20,216,0
93.039803,56,55,48,100,14,216,0
93.144810,57,54,48,100,13,217,0
93.250004,56,54,48,100,12,217,0
93.355052,57,54,48,100,10,217,0
93.460225,57,54,48,100,10,216,0
93.565233,56,54,48,100,9,216,0
93.669883,57,54,48,100,8,216,0
93.774994,56,54,48,100,9,216,0
93.879974,56,54,48,100,8,216,0
93.985182,57,55,48,100,20,216,0
94.090188,57,55,48,100,17,216,0
94.194999,57,54,48,100,12,217,0
94.300132,57,54,48,100,10,216,0
94.405153,57,54,48,100,10,216,0
94.510097,57,54,48,100,9,216,0
94.614877,57,54,48,100,9,216,0
94.719891,57,54,48,100,9,216,0
94.825154,57,54,48,100,8,215,0
94.930096,55,54,48,100,5,215,0
95.035116,57,56,48,100,18,216,0
95.139926,57,54,48,100,13,216,0
95.244946,56,54,48,100,11,216,0
95.349978,57,54,48,100,11,216,0
95.454987,57,54,48,100,11,216,0
95.559772,57,54,48,100,10,216,0
95.664447,57,54,48,100,10,216,0
95.769077,57,54,48,100,11,216,0
95.873956,57,54,48,100,9,216,0
95.978926,56,54,48,100,8,215,0
96.084080,57,55,48,100,19,216,0
96.189008,57,55,48,100,19,216,0
96.294002,57,55,48,100,15,217,0
96.398985,57,56,48,100,12,217,0
96.503971,57,54,48,100,10,217,0
96.609218,57,54,48,100,9,217,0
96.714088,57,54,48,100,9,216,0
96.819016,57,54,48,100,9,216,0
96.924025,57,54,48,100,8,216,0
97.029169,57,54,48,100,13,215,0
97.133840,56,55,48,100,14,216,0
97.238516,56,56,48,100,13,216,0
97.343029,56,54,48,100,8,216,0
97.448055,57,54,48,100,8,216,0
97.553269,56,54,48,100,8,216,0
97.658260,57,54,48,100,9,216,0
97.763328,57,54,48,100,8,215,0
97.868140,57,54,48,100,9,215,0
97.973269,57,54,48,100,9,215,0
98.078358,56,54,48,100,20,215,0
98.183279,57,55,48,100,11,215,0
98.288451,57,54,48,100,9,215,0
98.393183,57,54,48,100,8,215,0
98.498284,57,54,48,100,8,215,0
98.603261,57,54,48,100,9,215,0
98.708272,57,54,48,100,10,215,0
98.813154,57,54,48,100,9,215,0
98.918136,57,54,48,100,8,214,0
99.023249,57,54,48,100,8,214,0
99.128310,56,54,48,100,27,214,0
99.233398,57,55,48,100,20,215,0
99.338468,56,55,48,100,16,215,0
99.443166,56,55,48,100,19,216,0
99.548348,57,55,48,100,19,217,0
99.653349,57,55,48,100,16,217,0
99.758435,57,54,48,100,11,217,0
99.863196,57,54,48,100,10,217,0
99.968189,57,54,48,100,10,217,0
100.073280,57,54,48,100,11,217,0
100.178399,57,55,48,100,22,217,0
100.283395,57,55,48,100,20,217,0
100.388416,56,55,48,100,16,218,0
100.493309,57,55,48,100,12,218,0
100.598374,56,54,48,100,9,218,0
100.703364,56,54,48,100,9,218,0
100.808374,57,54,48,100,9,218,0
100.913480,58,54,48,100,9,217,0
101.018348,57,54,48,100,9,217,0
101.123460,57,54,48,100,10,217,0
101.228560,57,56,49,100,17,217,0
101.333512,57,55,48,100,13,217,0
101.438502,57,54,48,100,12,217,0
101.543920,56,54,48,100,12,217,0
101.649093,57,54,48,100,10,217,0
101.754417,57,54,48,100,10,217,0
101.859460,57,54,48,100,9,217,0
101.964595,56,54,48,100,9,217,0
102.069361,57,54,48,100,9,217,0
102.174513,57,54,48,100,8,216,0
102.279426,56,55,48,100,18,217,0
102.384509,57,55,48,100,21,217,0
102.489593,57,55,48,100,17,218,0
102.594437,56,56,49,100,13,218,0
102.699432,56,55,48,100,11,218,0
102.804480,57,54,48,100,10,218,0
102.909521,56,54,48,100,8,217,0
103.014572,56,54,48,100,8,217,0
103.119256,57,54,48,100,10,217,0
103.224332,57,54,48,100,7,217,0
103.329563,57,55,48,100,19,217,0
103.434600,56,55,48,100,18,218,0
103.539574,57,55,49,100,15,218,0
103.644463,57,55,48,100,11,218,0
103.749469,57,54,48,100,9,218,0
103.854512,56,54,48,100,9,218,0
103.959533,56,54,48,100,8,218,0
104.064668,57,54,48,100,7,217,0
104.169407,57,54,49,100,8,217,0
104.274611,57,54,48,100,6,217,0
104.379569,57,55,49,100,24,217,0
104.484643,57,55,48,100,19,218,0
104.589694,57,55,48,100,16,218,0
104.694416,57,56,48,100,13,218,0
104.799388,57,54,49,100,10,218,0
104.904596,56,54,49,100,8,218,0
105.009669,57,54,48,100,9,218,0
105.114776,56,54,48,100,8,217,0
105.219890,56,54,49,100,7,217,0
105.324651,57,54,49,100,7,216,0
105.429621,57,55,49,100,24,217,0
105.534628,57,55,48,100,18,218,0
105.639703,57,55,49,100,15,218,0
105.744483,57,56,49,100,14,218,0
105.849599,57,55,48,100,11,218,0
105.954497,57,54,49,100,10,218,0
106.058934,57,54,49,100,8,218,0
106.163715,56,54,48,100,9,217,0
106.268560,56,54,48,100,7,217,0
106.373637,55,54,48,100,6,216,0
106.478633,57,55,49,100,25,217,0
106.583689,57,55,49,100,16,218,0
106.688543,57,55,49,100,15,218,0
106.793573,57,55,48,100,14,218,0
106.898575,56,55,49,100,13,218,0
107.003711,57,55,48,100,12,218,0
107.108743,56,56,49,100,11,218,0
107.213857,57,54,49,100,9,218,0
107.318870,56,54,49,100,8,218,0
107.423713,57,54,49,100,9,217,0
107.528851,57,55,49,100,18,218,0
107.633905,57,55,49,100,14,218,0
107.738820,57,56,49,100,13,218,0
107.843574,57,54,49,100,10,218,0
107.948864,57,54,48,100,10,218,0
108.053754,57,54,49,100,11,217,0
108.158762,57,54,49,100,10,217,0
108.263829,56,54,48,100,9,217,0
108.368744,57,54,49,100,8,217,0
108.473771,57,54,49,100,17,216,0
108.578772,57,55,49,100,23,217,0
108.683771,57,55,49,100,21,218,0
108.788882,57,55,49,100,13,218,0
108.893651,57,55,49,100,12,218,0
108.998713,56,54,49,100,10,218,0
109.103764,56,54,48,100,10,217,0
109.208875,57,54,48,100,9,217,0
109.313985,56,54,48,100,9,217,0
109.419024,57,54,49,100,9,217,0
109.523769,57,54,48,100,18,216,0
109.628821,57,55,49,100,12,217,0
109.733910,56,54,49,100,10,217,0
109.838945,57,54,49,100,8,217,0
109.943693,57,54,49,100,10,217,0
110.048718,57,54,49,100,9,216,0
110.153850,57,54,49,100,10,216,0
110.258825,57,54,49,100,9,216,0
110.363663,57,54,49,100,7,215,0
110.468722,57,54,49,100,8,215,0
110.573863,57,54,49,100,21,215,0
110.678887,56,55,49,100,18,216,0
110.783931,57,55,49,100,14,216,0
110.889060,57,54,49,100,12,216,0
110.993799,57,56,49,100,14,217,0
111.098899,57,54,49,100,11,217,0
111.203888,57,54,49,100,10,217,0
111.309064,57,54,49,100,11,217,0
111.414045,56,54,49,100,11,216,0
111.519092,56,54,49,100,9,216,0
111.623881,57,55,49,100,19,216,0
111.728955,57,55,48,100,16,217,0
111.833958,57,56,49,100,12,217,0
111.939084,56,55,49,100,12,217,0
112.044121,57,54,49,100,11,217,0
112.148970,57,54,49,100,11,217,0
112.253974,57,54,49,100,9,217,0
112.359007,57,54,48,100,9,217,0
112.464140,57,54,49,100,9,217,0
112.569226,57,54,49,100,8,217,0
112.674069,57,55,49,100,19,217,0
112.778977,57,55,49,100,18,218,0
112.884225,57,55,49,100,12,218,0
112.989181,57,55,49,100,10,218,0
113.094211,56,54,49,100,9,218,0
113.199114,57,54,49,100,8,217,0
113.303967,57,54,49,100,8,217,0
113.409175,57,54,49,100,8,217,0
113.514111,57,54,49,100,9,217,0
113.618850,57,54,49,100,7,216,0
113.723919,57,55,49,100,16,217,0
113.829043,57,55,49,100,16,217,0
113.934063,57,56,49,100,13,217,0
114.039113,57,56,49,100,11,217,0
114.143881,57,54,49,100,12,217,0
114.249019,57,54,49,100,11,217,0
114.354095,56,54,49,100,10,217,0
114.459110,56,54,49,100,9,217,0
114.564178,57,54,49,100,8,217,0
114.669271,57,54,49,100,13,217,0
114.774056,57,55,49,100,19,217,0
114.879075,57,55,49,100,14,218,0
114.984115,57,55,49,100,14,218,0
115.089251,57,56,49,100,12,218,0
115.194284,58,55,49,100,11,218,0
115.299084,56,55,49,100,10,218,0
115.404133,57,55,49,100,15,218,0
115.509421,51,54,49,0,0,214,0
115.614808,50,54,48,0,0,206,0
115.719988,50,52,49,0,0,198,0
115.825363,49,52,49,0,0,191,0
115.930327,49,52,49,0,0,184,0
116.035259,49,52,49,0,0,178,0
116.140358,48,52,49,0,0,172,0
116.245480,48,53,49,0,0,167,0
116.350802,48,52,49,0,0,162,0
116.456042,48,52,49,0,0,157,0
116.561211,48,51,49,0,0,152,0
116.665883,47,51,49,0,0,148,0
116.770858,48,51,49,0,0,144,0
116.875889,47,51,49,0,0,141,0
116.981025,47,51,49,0,0,137,0
117.085518,47,51,49,0,0,134,0
117.190495,47,51,49,0,0,131,0
117.295791,47,51,49,0,0,128,0
117.400822,46,51,49,0,0,125,0
117.506189,47,51,49,0,0,123,0
117.611395,46,52,49,0,0,121,0
117.716513,46,51,49,0,0,118,0
117.821900,46,51,49,0,0,116,0
117.927071,46,51,49,0,0,114,0
118.032321,46,52,49,0,0,113,0
118.137259,46,50,49,0,0,111,0
118.241963,46,50,49,0,0,109,0
118.346897,46,50,49,0,0,108,0
118.451914,46,50,49,0,0,107,0
118.556878,46,50,49,0,0,105,0
118.661450,46,50,49,0,0,104,0
118.766525,46,50,49,0,0,103,0
118.871631,46,50,49,0,0,102,0
118.976995,45,50,49,0,0,101,0
119.082179,46,50,49,0,0,100,0
119.187409,46,50,49,0,0,99,0
119.292527,45,50,49,0,0,98,0
119.397162,46,50,49,0,0,98,0
119.502327,45,50,49,0,0,97,0
119.607364,46,50,49,0,0,96,0
