timestamp,"amd_smi:::temp_current_sensor=1:device=1","amd_smi:::temp_current_sensor=2:device=1","amd_smi:::temp_current_sensor=7:device=1","amd_smi:::gfx_activity:device=1","amd_smi:::umc_activity:device=1","amd_smi:::power_current:device=1","amd_smi:::power_average:device=1","amd_smi:::process_cu_occupancy_proc=0:device=1"
0.004580,42,34,41,1,0,152,65535,0
0.108439,42,34,41,0,2,171,65535,0
0.212414,42,35,41,0,2,177,65535,0
0.316473,42,35,41,0,2,175,65535,0
0.420469,42,34,41,0,1,159,65535,0
0.524460,42,34,41,0,0,152,65535,0
0.628483,42,34,41,0,0,150,65535,0
0.732462,42,34,41,0,0,149,65535,0
0.836468,42,34,41,0,0,149,65535,0
0.940484,43,34,41,0,0,148,65535,0
1.044482,43,34,41,0,0,146,65535,0
1.148493,42,34,41,0,0,145,65535,0
1.252347,42,34,41,0,0,145,65535,0
1.356496,42,34,41,0,0,144,65535,0
1.460510,42,34,41,0,0,143,65535,0
1.564525,42,34,41,0,0,143,65535,0
1.668516,42,34,41,0,0,144,65535,0
1.772537,42,34,41,0,0,143,65535,0
1.876542,42,34,41,0,0,143,65535,0
1.980522,42,34,41,0,0,144,65535,0
2.084540,42,34,41,0,0,144,65535,0
2.188536,42,34,41,0,0,144,65535,0
2.292544,41,34,41,0,0,143,65535,0
2.396564,41,34,41,0,0,143,65535,0
2.500567,41,34,41,0,0,144,65535,0
2.604571,41,34,41,0,0,144,65535,0
2.708546,41,34,41,0,0,145,65535,0
2.812556,41,34,41,0,0,145,65535,0
2.916557,41,34,41,0,0,145,65535,0
3.020576,41,34,41,0,0,145,65535,0
3.124593,41,34,41,0,0,144,65535,0
3.228595,41,34,41,0,0,144,65535,0
3.332599,41,34,41,0,0,144,65535,0
3.436591,41,34,41,0,0,144,65535,0
3.540605,41,34,41,0,0,143,65535,0
3.644606,41,34,41,0,0,144,65535,0
3.748609,41,34,41,0,0,144,65535,0
3.852622,41,34,41,0,0,144,65535,0
3.956616,41,34,41,0,0,144,65535,0
4.060598,41,34,41,0,0,144,65535,0
4.164624,41,34,41,0,0,144,65535,0
4.268627,41,34,41,0,0,144,65535,0
4.372638,41,34,41,0,0,143,65535,0
4.476651,41,34,41,0,0,143,65535,0
4.580658,41,34,41,0,0,144,65535,0
4.684668,41,34,41,0,0,144,65535,0
4.788682,41,34,41,0,0,144,65535,0
4.892676,41,34,41,0,0,144,65535,0
4.996683,41,34,41,0,0,144,65535,0
5.100757,41,34,41,0,0,145,65535,0
5.204708,41,34,41,0,0,144,65535,0
5.308699,41,41,41,47,30,428,65535,29
5.412705,41,45,41,81,53,643,65535,29
5.516711,42,46,42,93,62,719,65535,29
5.620717,42,47,42,89,58,681,65535,29
5.724719,42,47,42,96,64,731,65535,29
5.828719,43,48,43,99,66,750,65535,29
5.932708,43,48,43,73,47,580,65535,0
6.036715,43,38,43,26,17,299,65535,0
6.140703,43,37,43,9,6,200,65535,0
6.244720,43,36,43,3,2,166,65535,0
6.348727,43,36,43,1,1,153,65535,0
6.452738,43,36,43,0,0,149,65535,0
6.556737,43,35,43,0,0,146,65535,0
6.660777,43,35,42,0,0,146,65535,0
6.764689,43,35,42,0,0,145,65535,0
6.868753,42,35,42,0,0,144,65535,0
6.972797,42,35,42,0,0,144,65535,0
7.077177,42,35,42,0,0,144,65535,0
7.181173,42,35,42,0,0,145,65535,0
7.284781,42,34,42,0,0,145,65535,0
7.388796,42,35,42,0,0,144,65535,0
7.492801,42,34,42,0,0,144,65535,0
7.596796,42,34,42,0,0,145,65535,0
7.700813,42,34,42,0,0,145,65535,0
7.804814,42,34,42,0,0,145,65535,0
7.908820,42,34,42,0,0,146,65535,0
8.012820,42,34,42,0,0,146,65535,0
8.116835,42,34,42,0,0,146,65535,0
8.220824,42,34,42,0,0,146,65535,0
8.324830,42,34,42,0,0,147,65535,0
8.428829,42,34,41,0,0,146,65535,0
8.532835,42,34,42,0,0,146,65535,0
8.636838,42,34,42,0,0,145,65535,0
8.740841,42,34,41,0,0,145,65535,0
8.844879,42,34,42,0,0,146,65535,0
8.948854,42,34,42,0,0,146,65535,0
9.052861,42,34,41,0,0,145,65535,0
9.156896,42,34,41,0,0,145,65535,0
9.260888,42,34,42,0,0,145,65535,0
9.364882,42,34,41,0,0,145,65535,0
9.468846,42,34,41,0,0,146,65535,0
9.572902,42,34,41,0,0,146,65535,0
9.676908,42,34,41,0,0,146,65535,0
9.780893,42,34,41,0,0,145,65535,0
9.884920,42,34,41,0,0,145,65535,0
9.988930,42,34,42,0,0,145,65535,0
10.092930,42,34,41,0,0,145,65535,0
10.197337,42,34,41,0,0,145,65535,0
10.301332,42,34,41,0,0,145,65535,0
10.405335,42,34,41,0,0,145,65535,0
10.508931,42,34,41,0,0,145,65535,0
10.612930,42,34,41,0,0,145,65535,0
10.716959,42,34,41,0,0,145,65535,0
10.820974,42,34,42,0,0,145,65535,0
10.925390,42,35,41,20,13,270,65535,29
11.029368,42,44,41,72,46,587,65535,29
11.132996,43,46,42,90,60,699,65535,29
11.237010,43,47,42,97,65,739,65535,29
11.340994,43,48,43,99,67,753,65535,29
11.445015,44,48,43,100,67,757,65535,29
11.548991,44,49,44,100,62,723,65535,0
11.653391,44,40,43,35,22,351,65535,0
11.756989,45,37,43,12,8,218,65535,0
11.860994,44,37,43,4,3,171,65535,0
11.965003,45,36,43,2,1,155,65535,0
12.069005,44,36,43,1,0,149,65535,0
12.173008,44,36,43,0,0,147,65535,0
12.277013,44,36,43,0,0,146,65535,0
12.381030,44,35,43,0,0,145,65535,0
12.485028,44,35,43,0,0,145,65535,0
12.589031,44,35,43,0,0,145,65535,0
12.693037,44,35,43,0,0,146,65535,0
12.797053,44,35,43,0,0,146,65535,0
12.901027,44,35,43,0,0,146,65535,0
13.005067,44,35,42,0,0,145,65535,0
13.109075,44,35,42,0,0,145,65535,0
13.213058,44,35,42,0,0,144,65535,0
13.317060,44,35,42,0,0,144,65535,0
13.421053,43,35,42,0,0,143,65535,0
13.525087,43,34,42,0,0,144,65535,0
13.629075,43,35,42,0,0,145,65535,0
13.733086,43,34,42,0,0,146,65535,0
13.837089,43,34,42,0,0,145,65535,0
13.941100,43,34,42,0,0,144,65535,0
14.045108,43,34,42,0,0,143,65535,0
14.149106,43,34,42,0,0,143,65535,0
14.253115,43,34,42,0,0,142,65535,0
14.357141,43,34,42,0,0,144,65535,0
14.461139,43,34,42,0,0,144,65535,0
14.565161,42,35,42,0,0,144,65535,0
14.669141,42,34,42,0,0,145,65535,0
14.773139,42,34,42,0,0,146,65535,0
14.877123,42,34,42,0,0,146,65535,0
14.981140,42,34,42,0,0,146,65535,0
15.085152,42,34,42,0,0,145,65535,0
15.189124,42,34,41,0,0,145,65535,0
15.293151,42,34,42,0,0,144,65535,0
15.397156,42,34,42,0,0,144,65535,0
15.501186,42,34,42,0,0,145,65535,0
15.605173,42,34,42,0,0,145,65535,0
15.709188,42,34,42,0,0,145,65535,0
15.813191,42,34,42,0,0,145,65535,0
15.917204,42,34,42,0,0,145,65535,0
16.021188,42,34,42,0,0,145,65535,0
16.125192,42,34,42,0,0,144,65535,0
16.229192,42,34,41,0,0,144,65535,0
16.333230,42,34,42,0,0,145,65535,0
16.437225,42,34,42,0,0,145,65535,0
16.541232,42,34,41,0,0,145,65535,0
16.645229,42,42,41,55,35,471,65535,29
16.749252,42,46,41,84,54,659,65535,29
16.853250,43,47,43,94,63,724,65535,29
16.957269,43,48,43,98,66,748,65535,29
17.061264,43,48,43,99,67,756,65535,29
17.165269,44,49,43,100,67,758,65535,29
17.269273,44,44,44,66,37,514,65535,0
17.373279,44,38,43,23,13,275,65535,0
17.477282,45,37,43,8,5,191,65535,0
17.581285,45,37,43,3,2,162,65535,0
17.685292,45,36,43,1,1,151,65535,0
17.789244,45,36,43,0,0,148,65535,0
17.893290,45,36,43,0,0,147,65535,0
17.997282,45,36,43,0,0,146,65535,0
18.101295,44,35,43,0,0,146,65535,0
18.205289,44,35,43,0,0,144,65535,0
18.309289,44,35,43,0,0,146,65535,0
18.413313,44,35,43,0,0,146,65535,0
18.517311,44,35,43,0,0,146,65535,0
18.621320,44,35,43,0,0,146,65535,0
18.725320,44,35,42,0,0,146,65535,0
18.829345,43,35,43,0,0,147,65535,0
18.933332,43,35,43,0,0,146,65535,0
19.037334,43,35,43,0,0,146,65535,0
19.141354,43,34,42,0,0,146,65535,0
19.245370,43,35,42,0,0,145,65535,0
19.349353,43,35,43,0,0,145,65535,0
19.453378,43,34,42,0,0,146,65535,0
19.557373,43,35,42,0,0,145,65535,0
19.661306,43,34,42,0,0,145,65535,0
19.765360,43,35,42,0,0,145,65535,0
19.869378,43,35,42,0,0,145,65535,0
19.973404,42,34,42,0,0,146,65535,0
20.077406,42,34,42,0,0,146,65535,0
20.181401,42,34,42,0,0,145,65535,0
20.285419,42,34,42,0,0,145,65535,0
20.389407,42,34,42,0,0,146,65535,0
20.493403,42,34,42,0,0,145,65535,0
20.597419,42,34,42,0,0,145,65535,0
20.701422,42,34,42,0,0,146,65535,0
20.805437,42,34,42,0,0,146,65535,0
20.909444,42,34,42,0,0,146,65535,0
21.013448,42,35,42,0,0,146,65535,0
21.117454,42,34,42,0,0,145,65535,0
21.221430,42,34,42,0,0,144,65535,0
21.325375,42,34,42,0,0,143,65535,0
21.429450,42,34,42,0,0,144,65535,0
21.533399,42,34,42,0,0,144,65535,0
21.637462,42,34,42,0,0,145,65535,0
21.741429,42,34,42,0,0,146,65535,0
21.845480,42,34,42,0,0,146,65535,0
21.949501,42,34,42,0,0,146,65535,0
22.053484,42,34,42,0,0,145,65535,0
22.157505,42,34,42,0,0,146,65535,0
22.385546,42,34,42,1,0,156,65535,0
