timestamp,rocm_smi:::gpu_clk_freq_Memory:device=1:idx=0,rocm_smi:::temp_current:device=1:sensor=1,rocm_smi:::temp_current:device=1:sensor=2,rocm_smi:::mem_usage_VRAM:device=1,rocm_smi:::busy_percent:device=1,rocm_smi:::memory_busy_percent:device=1,power
0.001340,900000000,40000,34000,17187405824,94,2,405
0.571692,900000000,42000,35000,17187422208,99,4,445
1.133703,900000000,44000,36000,17187422208,97,4,428
1.671217,900000000,46000,37000,17187422208,99,4,456
2.240320,900000000,47000,37000,17187422208,98,4,442
2.790321,900000000,48000,37000,17187422208,99,4,417
3.365826,900000000,48000,37000,17187422208,99,4,443
3.922305,900000000,49000,38000,17187422208,99,4,433
4.469355,900000000,49000,38000,17187422208,99,4,439
5.019063,900000000,49000,38000,17187422208,97,4,435
5.573975,900000000,49000,38000,17187422208,99,4,432
6.112127,900000000,49000,38000,17187422208,98,4,436
6.659300,900000000,49000,38000,17187422208,99,4,399
7.224589,900000000,49000,38000,17187422208,99,4,434
7.767348,900000000,50000,38000,17187422208,99,4,419
8.316493,900000000,49000,38000,17187422208,99,4,430
8.853484,900000000,49000,38000,17187422208,91,4,437
9.400772,900000000,50000,39000,17187422208,99,4,434
9.953626,900000000,50000,38000,17187422208,96,4,431
10.505152,900000000,50000,39000,17187422208,99,4,429
11.050812,900000000,50000,39000,17187422208,98,4,438
11.608579,900000000,50000,39000,17187422208,99,4,410
12.170720,900000000,50000,39000,17187422208,99,4,439
12.718746,900000000,50000,39000,17187422208,99,4,442
13.271806,900000000,51000,39000,17187422208,99,4,445
13.827702,900000000,51000,39000,17187422208,96,4,442
14.384711,900000000,51000,40000,17187422208,99,4,440
14.943722,900000000,51000,39000,17187422208,99,4,455
15.508041,900000000,51000,40000,17187422208,99,4,415
16.054785,900000000,51000,40000,17187422208,99,4,447
16.613836,900000000,51000,40000,17187422208,99,4,443
17.166826,900000000,51000,40000,17187422208,99,4,439
17.714938,900000000,51000,40000,17187422208,96,4,443
18.274611,900000000,51000,40000,17187422208,99,4,448
18.841578,900000000,51000,40000,17187422208,99,4,423
19.380133,900000000,52000,40000,17187422208,99,2,111
19.934855,900000000,46000,38000,17187422208,1,0,84
20.482011,900000000,43000,38000,17187422208,0,0,84
21.031841,900000000,40000,37000,17187422208,0,0,84
21.579276,900000000,39000,37000,17187422208,0,0,85
22.135916,900000000,38000,37000,17187422208,0,0,87
22.689161,900000000,39000,38000,17187422208,83,4,417
23.237089,900000000,43000,39000,17187422208,99,4,436
23.790425,900000000,46000,40000,17187422208,98,4,435
24.332155,900000000,49000,40000,17187422208,99,4,373
24.877898,900000000,50000,40000,17187422208,99,4,441
25.431355,900000000,51000,40000,17187422208,99,4,429
25.976367,900000000,51000,41000,17187422208,99,4,437
26.521536,900000000,52000,40000,17187422208,90,4,428
27.063732,900000000,52000,41000,17187422208,99,4,445
27.617928,900000000,52000,41000,17187422208,97,4,447
28.185084,900000000,52000,41000,17187422208,99,4,436
28.738415,900000000,52000,41000,17187422208,98,4,438
29.291390,900000000,53000,41000,17187422208,99,4,412
29.853454,900000000,53000,41000,17187422208,99,4,442
30.399448,900000000,53000,41000,17187422208,99,4,459
30.973586,900000000,53000,41000,17187422208,99,4,431
31.511612,900000000,53000,41000,17187422208,96,4,459
32.085826,900000000,53000,42000,17187422208,99,4,451
32.648608,900000000,53000,42000,17187422208,98,4,436
33.201642,900000000,53000,42000,17187422208,99,4,430
33.759771,900000000,53000,42000,17187422208,99,4,446
34.312901,900000000,53000,42000,17187422208,99,4,435
34.857037,900000000,53000,42000,17187422208,99,4,439
35.411357,900000000,54000,42000,17187422208,97,4,440
35.957849,900000000,54000,42000,17187422208,99,4,455
36.524079,900000000,54000,42000,17187422208,98,4,441
37.073903,900000000,54000,42000,17187422208,99,4,418
37.625900,900000000,54000,42000,17187422208,99,4,438
38.175985,900000000,54000,42000,17187422208,99,4,445
38.724874,900000000,54000,43000,17187422208,99,4,448
39.282969,900000000,54000,43000,17187422208,97,4,448
39.843872,900000000,54000,43000,17187422208,99,4,451
40.406175,900000000,54000,43000,17187422208,98,4,444
40.955965,900000000,54000,43000,17187422208,99,5,417
41.507142,900000000,54000,43000,17187422208,99,4,439
42.055976,900000000,52000,41000,17187422208,16,0,94
42.589201,900000000,48000,40000,17187422208,0,0,89
43.131689,900000000,45000,40000,17187422208,0,0,89
43.681393,900000000,43000,40000,17187422208,0,0,88
44.227111,900000000,41000,39000,17187422208,0,0,85
44.783337,900000000,41000,39000,17187422208,0,0,388
45.336381,900000000,44000,41000,17187422208,97,4,447
45.898762,900000000,48000,42000,17187422208,99,4,392
46.453205,900000000,50000,42000,17187422208,99,4,438
47.000475,900000000,52000,42000,17187422208,99,4,437
47.564282,900000000,53000,42000,17187422208,99,4,441
48.115323,900000000,53000,42000,17187422208,94,4,456
48.691322,900000000,54000,43000,17187422208,99,4,438
49.234460,900000000,54000,43000,17187422208,97,4,441
49.789371,900000000,54000,43000,17187422208,99,4,437
50.334338,900000000,54000,43000,17187422208,99,4,441
50.877434,900000000,55000,43000,17187422208,99,4,402
51.423621,900000000,54000,43000,17187422208,99,4,433
51.959399,900000000,55000,43000,17187422208,99,4,443
52.508553,900000000,55000,43000,17187422208,99,4,441
53.056722,900000000,55000,43000,17187422208,93,4,457
53.627666,900000000,55000,43000,17187422208,99,4,443
54.175259,900000000,55000,43000,17187422208,98,4,459
54.743907,900000000,55000,43000,17187422208,99,4,413
55.300197,900000000,55000,43000,17187422208,99,4,446
55.855300,900000000,55000,43000,17187422208,99,4,458
56.410749,900000000,55000,43000,17187422208,99,4,449
56.988862,900000000,55000,43000,17187422208,96,4,466
57.587285,900000000,55000,44000,17187422208,100,4,439
58.172029,900000000,55000,43000,17187422208,99,4,462
58.737746,900000000,55000,44000,17187422208,99,4,436
59.274413,900000000,55000,43000,17187422208,99,4,448
59.821910,900000000,55000,43000,17187422208,95,4,462
60.405963,900000000,56000,44000,17187422208,99,4,450
60.961340,900000000,55000,44000,17187422208,98,4,458
61.522498,900000000,56000,44000,17187422208,99,4,420
62.074028,900000000,55000,44000,17187422208,99,4,454
62.641143,900000000,56000,44000,17187422208,99,5,447
63.202993,900000000,56000,44000,17187422208,99,4,444
63.746354,900000000,56000,44000,17187422208,96,4,462
64.330431,900000000,53000,42000,17187422208,17,0,92
64.875006,900000000,49000,42000,17187422208,0,0,86
65.432458,900000000,46000,41000,17187422208,0,0,86
65.975522,900000000,43000,41000,17187422208,0,0,87
66.533388,900000000,42000,40000,17187422208,0,0,86
67.079105,900000000,41000,40000,17187422208,0,0,382
67.624917,900000000,45000,42000,17187422208,87,4,434
68.173456,900000000,49000,43000,17187422208,99,4,433
68.715476,900000000,51000,43000,17187422208,95,4,440
69.268611,900000000,53000,43000,17187422208,99,4,450
69.831298,900000000,54000,43000,17187422208,98,4,441
70.376307,900000000,54000,43000,17187422208,99,4,441
70.914315,900000000,55000,44000,17187422208,99,4,434
71.463372,900000000,55000,43000,17187422208,99,4,413
72.011211,900000000,55000,44000,17187422208,99,4,455
72.573711,900000000,55000,44000,17187422208,99,4,447
73.121530,900000000,55000,44000,17187422208,99,4,447
73.681531,900000000,55000,44000,17187422208,96,4,441
74.237586,900000000,56000,44000,17187422208,99,4,441
74.779530,900000000,56000,44000,17187422208,98,4,448
75.331508,900000000,56000,44000,17187422208,99,4,392
75.872750,900000000,56000,44000,17187422208,99,4,439
76.416950,900000000,56000,44000,17187422208,99,4,443
76.971217,900000000,56000,44000,17187422208,99,4,442
77.515918,900000000,56000,44000,17187422208,94,4,443
78.068863,900000000,56000,44000,17187422208,99,4,458
78.639873,900000000,56000,44000,17187422208,98,4,449
79.190838,900000000,56000,44000,17187422208,99,4,422
79.758803,900000000,56000,44000,17187422208,99,4,471
80.344782,900000000,57000,45000,17187422208,99,4,446
80.901147,900000000,57000,45000,17187422208,99,4,445
81.452836,900000000,57000,44000,17187422208,96,4,461
82.019027,900000000,57000,45000,17187422208,99,4,435
82.554874,900000000,56000,45000,17187422208,98,4,443
83.129107,900000000,56000,45000,17187422208,99,4,426
83.693286,900000000,56000,45000,17187422208,99,4,444
84.241614,900000000,56000,45000,17187422208,99,4,442
84.793249,900000000,57000,45000,17187422208,99,4,440
85.335631,900000000,56000,45000,17187422208,96,4,453
85.893254,900000000,57000,45000,17187422208,99,5,434
86.430329,900000000,57000,44000,17187422208,98,3,122
86.986978,900000000,51000,43000,17187422208,1,0,88
87.529811,900000000,48000,42000,17187422208,0,0,87
88.087522,900000000,45000,42000,17187422208,0,0,86
88.633785,900000000,43000,42000,17187422208,0,0,86
89.179593,900000000,42000,41000,17187422208,0,0,86
89.725501,900000000,43000,42000,17187422208,81,4,419
90.260408,900000000,47000,43000,17187422208,92,4,442
90.819420,900000000,50000,44000,17187422208,99,4,434
91.363347,900000000,53000,44000,17187422208,97,4,435
91.910329,900000000,54000,44000,17187422208,99,4,441
92.457388,900000000,55000,44000,17187422208,98,4,438
93.000419,900000000,55000,44000,17187422208,99,4,399
93.536400,900000000,55000,44000,17187422208,99,4,466
94.113535,900000000,56000,44000,17187422208,99,4,440
94.662480,900000000,56000,44000,17187422208,99,4,459
95.229826,900000000,56000,44000,17187422208,96,4,441
95.777531,900000000,56000,44000,17187422208,99,4,455
96.348222,900000000,56000,44000,17187422208,98,4,443
96.897695,900000000,56000,44000,17187422208,99,4,440
97.478662,900000000,56000,44000,17187422208,99,4,448
98.024996,900000000,56000,44000,17187422208,99,4,452
98.591881,900000000,56000,44000,17187422208,99,4,448
99.136946,900000000,56000,44000,17187422208,97,4,433
99.681809,900000000,56000,44000,17187422208,99,4,451
100.233770,900000000,56000,44000,17187422208,98,4,438
100.782846,900000000,56000,45000,17187422208,99,4,422
101.334850,900000000,56000,44000,17187422208,99,4,459
101.900821,900000000,56000,45000,17187422208,99,4,447
102.453938,900000000,56000,45000,17187422208,99,4,445
102.997207,900000000,56000,45000,17187422208,96,4,449
103.556071,900000000,56000,45000,17187422208,99,4,444
104.100069,900000000,56000,45000,17187422208,98,4,455
104.665109,900000000,56000,45000,17187422208,99,4,408
105.215017,900000000,56000,45000,17187422208,99,4,435
105.750186,900000000,56000,45000,17187422208,99,4,433
106.298039,900000000,56000,44000,17187422208,99,4,439
106.846093,900000000,56000,45000,17187422208,94,4,445
107.395179,900000000,56000,45000,17187422208,99,4,452
107.955323,900000000,56000,45000,17187422208,97,4,441
108.504177,900000000,56000,45000,17187422208,99,5,448
109.052149,900000000,55000,44000,17187422208,27,1,97
109.599704,900000000,50000,43000,17187422208,0,0,86
110.153234,900000000,46000,42000,17187422208,0,0,87
110.736917,900000000,44000,41000,17187422208,0,0,89
111.292420,900000000,43000,41000,17187422208,0,0,90
111.849727,900000000,42000,41000,17187422208,0,0,395
112.403379,900000000,46000,43000,17187422208,99,4,436
112.948522,900000000,49000,43000,17187422208,97,4,443
113.503684,900000000,52000,44000,17187422208,99,4,411
114.052046,900000000,53000,44000,17187422208,99,4,432
114.592685,900000000,54000,44000,17187422208,99,4,436
115.134648,900000000,55000,44000,17187422208,99,4,445
115.686471,900000000,55000,44000,17187422208,94,4,446
116.234743,900000000,56000,44000,17187422208,99,4,454
116.802724,900000000,56000,44000,17187422208,98,4,451
117.368578,900000000,56000,44000,17187422208,99,4,411
117.925663,900000000,56000,44000,17187422208,99,4,455
118.489598,900000000,56000,44000,17187422208,99,4,442
119.038098,900000000,56000,44000,17187422208,99,4,451
119.594668,900000000,56000,45000,17187422208,96,4,449
120.154041,900000000,56000,44000,17187422208,99,4,443
120.699762,900000000,56000,45000,17187422208,98,4,447
121.256005,900000000,56000,45000,17187422208,99,4,424
121.815782,900000000,56000,44000,17187422208,99,4,449
122.367082,900000000,56000,45000,17187422208,99,4,451
122.919464,900000000,57000,45000,17187422208,99,4,453
123.477007,900000000,56000,45000,17187422208,96,4,444
124.027505,900000000,57000,45000,17187422208,99,4,445
124.579443,900000000,56000,45000,17187422208,98,4,445
125.125086,900000000,56000,45000,17187422208,99,4,401
125.679950,900000000,57000,45000,17187422208,99,4,457
126.234001,900000000,57000,45000,17187422208,99,4,422
126.769014,900000000,57000,45000,17187422208,99,4,443
127.322182,900000000,57000,45000,17187422208,94,4,445
127.872428,900000000,57000,45000,17187422208,99,5,455
128.427171,900000000,57000,45000,17187422208,97,4,446
128.984235,900000000,57000,45000,17187422208,99,5,450
129.536819,900000000,57000,45000,17187422208,99,4,448
130.086169,900000000,57000,45000,17187422208,99,5,411
130.626474,900000000,57000,45000,17187422208,99,4,422
131.150209,900000000,57000,45000,17187422208,99,3,150
131.690425,900000000,52000,43000,17187422208,1,0,91
132.237538,900000000,48000,42000,17187422208,0,0,87
132.783291,900000000,45000,42000,17187422208,0,0,90
133.348333,900000000,44000,42000,17187422208,0,0,90
133.896194,900000000,43000,42000,17187422208,0,0,87
134.443543,900000000,43000,42000,17187422208,74,3,414
134.979533,900000000,47000,43000,17187422208,99,4,430
135.559507,900000000,51000,44000,17187422208,99,4,445
136.104795,900000000,53000,44000,17187422208,99,4,437
136.649516,900000000,54000,44000,17187422208,99,4,439
137.201895,900000000,55000,44000,17187422208,95,4,437
137.753554,900000000,55000,45000,17187422208,99,4,450
138.308322,900000000,56000,44000,17187422208,98,4,441
138.852710,900000000,56000,44000,17187422208,99,4,419
139.412749,900000000,56000,44000,17187422208,99,4,439
139.958760,900000000,56000,44000,17187422208,99,4,472
140.549834,900000000,56000,45000,17187422208,99,4,454
141.111751,900000000,57000,45000,17187422208,99,4,443
141.660857,900000000,57000,45000,17187422208,99,4,398
142.207996,900000000,56000,45000,17187422208,99,4,461
142.776022,900000000,57000,45000,17187422208,99,4,450
143.322225,900000000,57000,45000,17187422208,99,4,483
143.929988,900000000,57000,45000,17187422208,100,4,446
144.487991,900000000,57000,45000,17187422208,99,4,417
145.044688,900000000,57000,45000,17187422208,99,4,446
145.598114,900000000,57000,45000,17187422208,99,4,452
146.155142,900000000,57000,45000,17187422208,99,4,435
146.698038,900000000,57000,45000,17187422208,99,4,428
147.235287,900000000,57000,45000,17187422208,99,4,441
147.784107,900000000,56000,45000,17187422208,98,4,465
148.359041,900000000,57000,45000,17187422208,99,4,427
148.902298,900000000,57000,45000,17187422208,99,4,451
149.457722,900000000,57000,45000,17187422208,99,4,443
150.005922,900000000,57000,45000,17187422208,99,4,450
150.559277,900000000,57000,45000,17187422208,96,4,454
151.119293,900000000,57000,45000,17187422208,99,5,436
151.656514,900000000,57000,45000,17187422208,99,5,455
152.215455,900000000,57000,45000,17187422208,99,5,430
152.762397,900000000,57000,45000,17187422208,99,5,445
153.315583,900000000,56000,44000,17187422208,93,4,328
153.864552,900000000,53000,43000,17187422208,6,0,91
154.442998,900000000,49000,42000,17187422208,0,0,90
154.989605,900000000,46000,42000,17187422208,0,0,90
155.541574,900000000,44000,42000,17187422208,0,0,86
156.090754,900000000,43000,41000,17187422208,0,0,87
156.633427,900000000,43000,42000,17187422208,31,1,401
157.185494,900000000,47000,43000,17187422208,99,4,433
157.735501,900000000,50000,43000,17187422208,99,4,456
158.304603,900000000,52000,44000,17187422208,96,4,431
158.852566,900000000,54000,44000,17187422208,99,4,443
159.403611,900000000,55000,44000,17187422208,99,4,440
159.947741,900000000,55000,44000,17187422208,99,4,436
160.536747,900000000,56000,44000,17187422208,99,4,447
161.087882,900000000,56000,44000,17187422208,90,4,446
161.659765,900000000,56000,44000,17187422208,99,4,434
162.200005,900000000,56000,44000,17187422208,96,4,454
162.745908,900000000,56000,44000,17187422208,99,4,452
163.297896,900000000,56000,44000,17187422208,98,4,453
163.863969,900000000,56000,45000,17187422208,99,4,418
164.419486,900000000,56000,45000,17187422208,99,4,447
164.976212,900000000,56000,45000,17187422208,99,4,445
165.522912,900000000,56000,45000,17187422208,99,4,437
166.067919,900000000,56000,45000,17187422208,95,4,435
166.615947,900000000,56000,45000,17187422208,99,4,443
167.158943,900000000,56000,45000,17187422208,98,4,450
167.715025,900000000,56000,45000,17187422208,99,4,438
168.253425,900000000,57000,45000,17187422208,99,4,455
168.836226,900000000,57000,45000,17187422208,99,4,448
169.393298,900000000,57000,45000,17187422208,99,4,456
169.955313,900000000,56000,45000,17187422208,98,4,434
170.496306,900000000,56000,45000,17187422208,99,4,448
171.047386,900000000,56000,45000,17187422208,98,4,457
171.604260,900000000,57000,45000,17187422208,99,4,438
172.166228,900000000,57000,45000,17187422208,99,4,451
172.720229,900000000,57000,45000,17187422208,99,4,449
173.262635,900000000,57000,45000,17187422208,99,4,461
173.828535,900000000,57000,45000,17187422208,97,4,445
174.381364,900000000,57000,45000,17187422208,99,5,447
174.934671,900000000,56000,45000,17187422208,98,4,454
175.495620,900000000,57000,45000,17187422208,99,5,430
176.055951,900000000,55000,44000,17187422208,26,1,96
176.610002,900000000,50000,43000,17187422208,0,0,90
177.152982,900000000,47000,42000,17187422208,0,0,86
177.696583,900000000,45000,42000,17187422208,0,0,89
178.244947,900000000,44000,42000,17187422208,0,0,85
178.785890,900000000,43000,41000,17187422208,0,0,346
179.329644,900000000,46000,43000,17187422208,98,4,433
179.874676,900000000,50000,44000,17187422208,97,4,436
180.426866,900000000,52000,44000,17187422208,99,4,413
181.009380,900000000,54000,44000,17187422208,99,4,437
181.558677,900000000,55000,44000,17187422208,99,4,426
182.122748,900000000,55000,44000,17187422208,99,4,468
182.724778,900000000,56000,45000,17187422208,97,4,451
183.279891,900000000,56000,45000,17187422208,99,4,451
183.836814,900000000,56000,45000,17187422208,98,4,454
184.401440,900000000,56000,45000,17187422208,99,4,431
184.967920,900000000,56000,45000,17187422208,99,4,457
185.532901,900000000,56000,45000,17187422208,99,4,458
186.094911,900000000,56000,45000,17187422208,99,4,451
186.650928,900000000,56000,45000,17187422208,97,4,442
187.202172,900000000,56000,45000,17187422208,99,4,439
187.750114,900000000,56000,45000,17187422208,98,4,444
188.293041,900000000,56000,45000,17187422208,99,4,411
188.835597,900000000,56000,45000,17187422208,99,4,455
189.400223,900000000,56000,45000,17187422208,99,4,446
189.947152,900000000,57000,45000,17187422208,99,4,462
190.526094,900000000,57000,45000,17187422208,97,4,443
191.068189,900000000,57000,45000,17187422208,99,4,461
191.642161,900000000,57000,45000,17187422208,99,4,440
192.191135,900000000,57000,45000,17187422208,99,5,447
192.734458,900000000,57000,45000,17187422208,99,5,450
193.289524,900000000,57000,45000,17187422208,95,4,449
193.852933,900000000,57000,45000,17187422208,99,5,459
194.423275,900000000,56000,45000,17187422208,98,4,455
194.985326,900000000,57000,45000,17187422208,99,4,394
195.537324,900000000,56000,45000,17187422208,99,4,437
196.086489,900000000,56000,45000,17187422208,99,4,431
196.641547,900000000,56000,45000,17187422208,99,4,458
197.214022,900000000,57000,45000,17187422208,94,4,446
197.763711,900000000,57000,45000,17187422208,99,4,439
198.303885,900000000,55000,44000,17187422208,29,1,96
198.856844,900000000,50000,43000,17187422208,0,0,90
199.409348,900000000,47000,42000,17187422208,0,0,86
199.966963,900000000,45000,42000,17187422208,0,0,86
200.513992,900000000,43000,42000,17187422208,0,0,88
201.058838,900000000,43000,41000,17187422208,0,0,355
201.612590,900000000,46000,43000,17187422208,99,4,453
202.180805,900000000,50000,44000,17187422208,95,4,441
202.728823,900000000,52000,44000,17187422208,99,4,440
203.284846,900000000,54000,44000,17187422208,99,4,444
203.837733,900000000,55000,44000,17187422208,99,4,415
204.385163,900000000,55000,44000,17187422208,99,4,436
204.928031,900000000,56000,44000,17187422208,99,4,449
205.480101,900000000,56000,44000,17187422208,99,4,447
206.029458,900000000,56000,44000,17187422208,99,4,450
206.586132,900000000,56000,44000,17187422208,99,4,414
207.146665,900000000,56000,44000,17187422208,99,4,443
207.699222,900000000,56000,45000,17187422208,99,4,462
208.277019,900000000,56000,45000,17187422208,99,4,454
208.835098,900000000,57000,45000,17187422208,99,4,448
209.385150,900000000,56000,44000,17187422208,99,4,410
209.940636,900000000,56000,45000,17187422208,99,4,440
210.487065,900000000,56000,45000,17187422208,99,4,446
211.037184,900000000,56000,44000,17187422208,99,4,445
211.588432,900000000,56000,45000,17187422208,99,4,445
212.134243,900000000,57000,45000,17187422208,99,4,420
212.712919,900000000,56000,45000,17187422208,99,4,446
213.261159,900000000,57000,45000,17187422208,99,4,428
213.808196,900000000,56000,45000,17187422208,99,4,453
214.361235,900000000,57000,45000,17187422208,99,4,437
214.909241,900000000,57000,45000,17187422208,99,4,441
215.458462,900000000,56000,45000,17187422208,98,4,439
216.007296,900000000,57000,45000,17187422208,99,4,417
216.566354,900000000,56000,45000,17187422208,99,4,442
217.112343,900000000,56000,45000,17187422208,99,5,427
217.660639,900000000,56000,45000,17187422208,99,4,449
218.218406,900000000,56000,45000,17187422208,92,4,436
218.766572,900000000,56000,45000,17187422208,99,4,447
219.310485,900000000,56000,45000,17187422208,96,4,438
219.850577,900000000,57000,45000,17187422208,99,4,437
220.383510,900000000,56000,44000,17187422208,98,2,116
220.929805,900000000,51000,43000,17187422208,0,0,86
221.470971,900000000,47000,42000,17187422208,0,0,86
222.011980,900000000,45000,42000,17187422208,0,0,87
222.576496,900000000,43000,42000,17187422208,0,0,87
